Date,User,Rating/Likes,Review
2019-08-18,SC,0,"in july community reinvestment act (cra)  bank @bmo has almost 90% neutral sentiment......
https://www.snitchai.com/category/sentiment-cra/ …pic.twitter.com/v1798qqxx0"
2019-08-18,Carrie Longbottom,0,@bmo what are your office hours to find out a buyout on my vehicle loan? and can't i get a number as i don't have a bmo account
2019-08-18,Tamrah Corben,25,bmo hosts customers at exclusive whitecaps soccer clinic. @bmo proud partner loyal fan. pic.twitter.com/6dywofjyrj
2019-08-17,Amber Oslie,20,"it’s #newwestpride today and #teambmo is out here bringing the fun! visit us at the @bmo booth to say hi & win a prize!! we’re right outside columbia station beside the rainbow crosswalk 

.
@bmopridebcy #bmopride #teambmo #bmopridebcyukon #unityinourcommunitypic.twitter.com/yfbz1a1hdv"
2019-08-17,Mr. Erwin Gerrits 🇨🇦 🇳🇱 🎶 #TrudeauOut,0,"hey #blamescottbrison! you’re the catalyst of this whole #snclavalinscandal. good thing you got out and started with @bmo who have nothing to do with them. oh, wait..."
2019-08-17,Westboro Village BIA,3,"thanks to our sponsor and partner  @bmo, introducing dueling pianos on the mainstage - get down here now! #westborofusepic.twitter.com/njtzawtoe9"
2019-08-17,Amber Oslie,18,"we’re at #newwestpride today! stop by the @bmo booth right outside columbia station beside the rainbow crosswalk for some fun and prizes!! 
.
#alifetimeofpride

.
@bmopridebcy #bmopride #teambmo #bmopridebcyukon #unityinourcommunitypic.twitter.com/ljhcixoufu"
2019-08-17,❌ Timhortinz 🇨🇦 #FTEU,10,"agreed. like rbc’s allan taylor back in the day.
if they want my business, then they’d better keep their business to themselves. 
or, at least, label their products accordingly — and, hey, good luck with the new “bmo trudeau select posturing and fake-canadian globalist fund.”pic.twitter.com/lm97bhqc1q"
2019-08-17,Westboro Village BIA,1,kids loved the @bmo big blue maze.. and the dogs did too! come try it out tomorrow  #westborofusepic.twitter.com/jlmzsvkrld
2019-08-17,Michael Julihen,0,"i have asked the five canadian banks @rbc @cibc @scotiabank @td_canada @bmo to pay all credit card debts, line of credit debt, retail credit card debt of their customers across this land. @ggjuliepayette @maximebernier canadians carry two trillion $$ worth of debt. @cbcnews"
2019-08-17,Dan Turner,14,"columbia square branch knows where the party is at! 
come visit @bmo at @newwestpride from 3p-8p 
@bmopridebcy #proudtoworkatbmopic.twitter.com/5ox4fwihhj"
2019-08-17,Justin,0,@bmo just had the worse contact with one of your reps he was very disrespectful towards my grandmother
2019-08-17,mlee; 이형걸,0,i go to withdraw $6100 from @bmo. they can only give me $3000 citing cash inventory issues cause it's a small branch. i'm in shock. am i being unreasonable here?
2019-08-17,Retrieval Cloud,0,"well i can tell you @bmo is very good at putting forward an ethical/caring facade but really...
... let's just say their culture is problematic..."
2019-08-17,Peter,0,"thanks @bmo for finally pushing me to quit your stupid bank, despite charging me fees every month even though i'm over the limit, despite showing an expired credit card on my account i can't get the remaining money off of, despite trying to get a new card that i have to go..."
2019-08-17,Caelestis,1,i agree. @bmo
2019-08-17,M Stemo3,0,"@bmo @manulife both suck balls, don't put ur money with either of them scamming banks, i'm out 483$ because the atm didnt spit out my money but came out of my account and that's my fault... horrible customer service from both"
2019-08-17,Christopher Warren,0,2/2 i don't understand why my funds are now in limbo for 2 days because of your system error @interac . i was told by my bank @bmo  it was an issue since last night. an email to your customers to warn them should have been sent as i could have sent the money differently.
2019-08-17,M Stemo3,0,"i do not recommend @bmo or @manulife, i want my money asap that ur fuckin atm didn't spit out.... $483"
2019-08-17,M Stemo3,0,"@manulife @bmo i currently bank with bmo, i for some stupid ass reason used a manulife atm, the machine never gave me my money, i'm out 483$ and keep getting the run around after following all steps and filing reports.... someone do their fuckin job already"
2019-08-17,ArtsNL,2,"mar. 2019, the 2018 @bmo #winterset finalists @msmbarbeau @chaferobert & awd winner @heather_t_smith read w/a q&a @therooms_nl; we partnered w/@rogerstvstjohns to broadcast. see it aug 26 9:30pm w/repeats aug 27 10:30pm, aug 31 8:30pm & sept 1 12pm cc her hon. @judy_foote #nlartspic.twitter.com/a9bsa3bzgv"
2019-08-17,ismailimail,26,bank of montreal (@bmo) taking steps to alleviate poverty at the world partnership walk 2019 @wpwalk http://ismailimail.blog/2019/08/17/bank-of-montreal-bmo-taking-steps-to-alleviate-poverty-at-the-world-partnership-walk-2019-wpwalk/ …pic.twitter.com/xdutv05iow
2019-08-17,BritishNorthAmerican,2,mr. brison needed more family time...so he becomes vice-chairman of @bmo!
2019-08-17,Lyle Landowski,4,great observation. #bmotower is a beautiful building on so many levels and truly a great addition to the #mke skyline. @kahlerslater @bmo @irgenspartners - kudos for an absolutely stunning design and above standard quality throughtout.https://twitter.com/daviddhaynes/status/1162381891657502725 …
2019-08-17,680 NEWS Toronto,1,"interest rates in the bond market seem to foreshadow a looming recession. 680's @rwdettman gets insights from @bmo senior economist sal guatieri.

 #business #recession #financialnews

listen here:
http://ow.ly/6zen50vzvmw pic.twitter.com/e22rmlpj8w"
2019-08-17,Zahadoom,0,"well @bmo stole money from my childhood account when i was young. i remember my mom fighting with them over it. i remember her apologizing to me saying sorry & giving me the choice if i wanted to go there anymore.

i closed my account. that was maybe 38 years ago. 

i knew then."
2019-08-17,just my opinion - T Watts,1,and now bmo hires brisson with a big paying job.  @bmo has jumped into the scandal pic.twitter.com/fkiu9emki5
2019-08-17,spitepidgeon,0,"@bmo is your online banking down?  because the login i've used forever and the password i changed recently don't work, and the reset process isn't working with my email address or ssn which haven't changed ever.

extremely frustrating."
2019-08-17,Jason,1,well this picture is certainly becoming clearer. i won’t do business with @bmo knowing this i hope other feel as strongly as i. #cdnpoli #trudeaumustgo #liberalsmustgo #lavscam #canadadeservesbetterhttps://twitter.com/reicurran/status/1162195343720644614 …
2019-08-16,PuckaMan🇨🇦🍷🍺🏈⚾️🥅,0,oh oh ... dirty moves @bmo https://twitter.com/michellerempel/status/1162196215292764162 …
2019-08-16,GOATBROOK,0,@bmo just e-deposited a check and it said the funds would be on hold till next week. am i not able to access these funds earlier? the 'new' amount is visible in my mobile account under my chequing acc..
2019-08-16,Alberta,2,we do but going out on monday to out other instititions. in our late 60s & have only dealt with rbc & bmo. 
2019-08-16,Johnny H ♠️,2,"https://globalnews.ca/news/5774993/rcmp-are-carefully-reviewing-snc-lavalin-affair-what-exactly-are-they-looking-at …
hmm let's see who;  4 ex supremes, @bmo, scott brison, snc lavalin, kevin lynch, nigel bruce, pmo staff including telford & lawyers, wernick, butts, morneau, chin, david lametti, and of course trudeau, who's already guilty.
#roguesgallery
#trudeaumustgo
"
2019-08-16,"TAG Alliances (TAGLaw, TIAG & TAG-SP)",9,"group discussion of the most significant market trends facing tag alliances member firms at the 2019 #tagmpsummit in new york city. 

@zinnerco @cohencpa @brousemcdowell @schnader @kirtonmcconkie @weavercpas @munsch_hardt @bmo @gersonpreston @walawfirm @alliantgroup @lewis_rocapic.twitter.com/a4jgwbocow"
2019-08-16,kvaler,0,@bmo i tried using my credit card numerous times but keeps declining. my balance is $0. help!
2019-08-16,Impact de Montréal,37,"tomorrow is our pride game at stade saputo! numerous initiatives are planned, including the players' numbers in . also, @samuelpiette will take part in the #pridemtl parade on sunday alongside @bmo!

#imfc #allezmtl #mtlvdalpic.twitter.com/ikqpgfufui"
2019-08-16,Bobcatt,3,i bank with bmo and i will be switching banks asap!
2019-08-16,Manatee Comm Found,2,"friday shout out to our corporate ambassadors, businesses who build #philanthropy in manatee @pier22dining @blalockwalters @askregions @pncbank @bmo @manateememorial @wusf @amoysterbar @insidefpl @deximaging @fidelitychrtbl @bankofamerica @mosaicinmanatee @pirates @visitbradentonpic.twitter.com/gxklck1wxt"
2019-08-16,ItsALLAboutTheSUN!,0,"he may not, but likely his trust fund does. snc, bmo, morneau shepell, bombardier, etc."
2019-08-16,Dee aka PissedOffTaxpayer,0,i would never use bmo.  i saw a sign in one of their banks for guaranteed investment which promises less $ than invested but it's guaranteed.
2019-08-16,Mac Cordero,0,@bmo is investorline down?
2019-08-16,Jim Baird,0,"@rbc @scotiabank @td_canada @cibc @bmo http://bit.ly/30a1dzb 
can you *please* offer 100% renewable energy investment funds? the demand is there & it would dramatically improve your image among 82% of canadians who see climate change as a serious problem- http://bit.ly/2z8xnjh "
2019-08-16,Susan Pierce Jacobsen,0,@bmo husband & i are new credit card holders. hubby- retired for 18 years = $17k credit limit. me - wifey - primary breadwinner = $10k.  can’t help but wonder if gender played a role here. pic.twitter.com/pwjex8jtal
2019-08-16,Cindy Carson,1,special thanks to our presenting sponsor @bmo! https://twitter.com/theagh/status/1162396041548881920 …
2019-08-16,FMC / GAC,4,thanks to our #agexconf19 sponsors! @backswath @gov_nb @fccagriculture @bmo @leadershift4 @bdocanada_ag @cdnagrifood @albertacanola @albertawheat @johndeere new brunswick egg farmers @eggsoeufs @ccohs join us for #agexconf19 | dec.2-4 | fredericton http://www.fmc-gac.com/content/agricultural-excellence-conference …pic.twitter.com/ubrtsds2va
2019-08-16,FirstPathway,1,"office space is available in the new bmo office tower. 
learn more: http://bmotower.com 
@irgenspartners @bmo
#eb5project #eb5isworkingpic.twitter.com/kutpbi9zkj"
2019-08-16,Kids Help Phone,6,"are you attending @fiertemtlpride this weekend? @jeunessejecoute will be attending the parade with our partners @bmo, @mtlalouettes and @impactmontreal!pic.twitter.com/wmqgncrnhl"
2019-08-16,Relentlessly Upbeat & Hopeful,2,"so does this mean the @rcmp have to expand their obstruction of justice investigation into justin to include @bmo and scott brison?

cool!"
2019-08-16,DGE,0,"@justintrudeau was #coverup all the conspiracy and scandalous criminal acts of his #puppet masters around the world. can you spell #conspiracy @justintrudeau 
can you spell major rcmp probe @justintrudeau 
can you spell #rat @justintrudeau 
can you spell @bmo #snclavalinscandal https://twitter.com/kieserbill/status/1162152806767161344 …pic.twitter.com/sibfo9vx0m"
2019-08-16,Canada Family Action,0,"you mean the same @bmo that actively lobbied against trinity western christian university starting a faith based law school?  if so, they lost my attention (along with my business) long ago...and i’m not surprised their hands are still dirty. https://twitter.com/michellerempel/status/1162093430463295488 …"
2019-08-16,Alberta Wild Rose,2,"the #lavscam goes deeper than we will ever know, unless @rcmpgrcpolice want to regain respect and start investigating these ‘potential’ criminals in our government (and now, apparently, @bmo).....#trudeaumustgohttps://twitter.com/drjacobsrad/status/1162359420568985601 …"
2019-08-16,Johnny H ♠️,0,"@bmo has been corrupted. they are in lavalin & lpc's hip pocket. former pco clerk kevin lynch is chair of lavalin and vice-chair at bmo, where scott brison landed as vp after slandering adm. norman. 
bmo smells to high heaven & trust is gone.
#ypopulismwins
#trudeaumustgo
"
2019-08-16,DGE,2,#conspiracy @bmo #snclavalinscandal #trudeaumustgo #buttsmustgo #trudeaumustgotojail #trudeaumustresign #trudeaumustgo #corruption #conspiracy #bribery #snclavalinscandal @commrrcmpgrc you better act soon or you will go down to in this conspiracy. your dereliction of duty is badhttps://twitter.com/wearecanproud/status/1162350855334649856 …
2019-08-16,DGE,1,"can you spell #conspiracy @justintrudeau 
can you spell major rcmp probe @justintrudeau 
can you spell #rat @justintrudeau 
can you spell @bmo #bmo #snclavalinscandal #conspiracy. 
time to #resign and go build sandcastles 
#trudeaumustgo #buttsmustgo #trudeaumustgotojail https://twitter.com/drjacobsrad/status/1162359420568985601 …pic.twitter.com/3kx2sj0q0e"
2019-08-16,Cassandra,5,"since i heard of the dubious  brison sidestep i’ve been thinking of moving all my bmo accounts including investment ones to another bank.
now in light of dion i’m definitely checking all other options."
2019-08-16,BTorsch,1,"“french safe”? if you didn’t come up with that yourself, where have i been that i’ve never heard it before?  it’s awesome and should definitely be trending. french safe....bahahahaha!
#bmoisafrenchsafe. and of course....#trudeaumustgo"
2019-08-16,ArtsNL,4,"mar. 2019, the 2018 @bmo #winterset finalists @msmbarbeau @chaferobert & awd winner @heather_t_smith read w/a q&a @therooms_nl; we partnered w/@rogerstvstjohns to broadcast. see it aug 26 9:30pm w/repeats aug 27 10:30pm, aug 31 8:30pm & sept 1 12pm cc her hon. @judy_foote #nlartspic.twitter.com/xwvnrsxdej"
2019-08-16,JTB #ChooseScheer,1,"#boycottbmo and any other unsavoury organization connected to the #snclavalinscandal!
#bmo
@bmo"
2019-08-16,MrsMunch289💙💙The Year for Scheer..2019🇨🇦,4,"irving-bmo-snc-lavalin to jwr not complying to trudope,pushed from caucus brings lametti that complies,then we have appointed judge to supreme court of trudopes pick squashed jwr’s suggestion.. then we have appointed rcmp.."
2019-08-16,Young x Restless,1,never have problems with @bmo 
2019-08-16,MrsMunch289💙💙The Year for Scheer..2019🇨🇦,14,oh i’ve started to put some pieces together lee..this corruption runs real real deeeeeep..starts with brison resigning to spend time with his family(cough)3 days later offered high position in bmo..bmo links to snc-lavalin..then we have admiral norman-irving
2019-08-16,T Lee Humphrey,148,i don’t do much banking with @bmo but if i did i’d be seriously considering whether this is a bank i’d trust with my money and investments. #boycottbmo ?https://twitter.com/l_stone/status/1161977998763012097 …
2019-08-16,BritishNorthAmerican,0,"now that @scottbrison is “vice-chairperson” of investment and corporate banking at @bmo, it is his fault!"
2019-08-16,A. David,0,@bmo web site is down. https://www12.bmo.com/onlinebanking 
2019-08-16,UNB Reds,16,"wsoc: training camp 2019 is underway for the women of @unb_soccer.

this morning's introduction session is being followed by a first round of fitness testing at @cscatlantic.

first session on the @bmo centre turf is this afternoon.

#goredsgopic.twitter.com/8vncbneuws"
2019-08-16,Jason,1,"so canada let’s talk about snc lavalin, bmo the liberals. one can only i@aging how much money was involved for the liberal party and its leaders. if i banked at @bmo i would be pulling my money from them today. #cdnpoli #lavscam"
2019-08-16,keith carron,0,"where can i download your indices for structured product priips calculations?

@morganstanley @citi @goldmansachs @rbc @bmo @tdbank_us @hsbc @stoxx @spglobal @ftserussellpic.twitter.com/so9q8w8nxp"
2019-08-16,Chad bonertz,3,"i already pulled@my money out of bmo because quebec doesn’t support canadian oil, but good to know"
2019-08-16,keith carron,1,"#dealbroker

cost-benefit of listing prospectus
- exchange, comparable, transparent
- cost estimate 15%

alternatives
- websites @tdnews_us @socgen_uk @citi @commbank @nationalbank @bmo
@cheddar @firstmove @yahoofinance @business @cnbc @thestreet @nasdaq @nyse @foxbusiness @ft"
2019-08-16,djrt,1,just not surprised. why would they hire such a politically toxic person. does justin own shares in  bmo? snc? #trudeaumustgo #liberalsmustgo
2019-08-16,Succession Strength,1,"when it comes to your business, setting achievable goals, especially for your retirement, starts with thoughtful financial planning.⁠ visit http://successionstrength.com/viewmasterclass  for a free 15min #retirementforbusinessowners masterclass #successionstrength @bmo @noirexcel @finplankaluaja1pic.twitter.com/03wzrglnhx"
2019-08-16,keith carron,0,"global structured products portfolio
-contingent yields of 7.8% - 12.75%
-are government opportunities less attractive than commercial or does principle at risk explain spread 
@bmo @tdbank_us @hsbc @morganstanley @jpmorgan 

not offer, advice, solicitation, or recommendationpic.twitter.com/akrwaxpn9u"
2019-08-16,Intergalactic Hussy,0,@bmo i need to order cheques but when prompted to go to the third party site(davis+henderson) to actually order the cheques i get a 404 error 
2019-08-16,Jason,0,so when @bmo is involved in the scandal canadians should also be asking themselves how much money was involved here. #trudeaumustgo #liberalsmustgo #lavscam #cdnpoli
2019-08-16,Ara Andonian,0,shoutout to @bmo for having a real human on the line and rectifying a bill discrepancy issue within 5 minutes. now that my friend is #customerservice! thank you.pic.twitter.com/zl7tq729tn
2019-08-16,daveaurkov,4,recall @scottbrison cited spending time with his family as reason to resign but then landed with @snclavalin financier @bmo within a few weeks.  so much for family.  and also recall @justintrudeau saying none of this would have happened if not for scott.  well the world now knows
2019-08-16,Mark Samuels,0,"@bmo - “be bold, be great” commercial
•
thank you bmo for allowing us to show the world that dancers can be “bold & great” too!  
•
: @lmcm_australia
•
producer: davinblack (my guy! )
•
creative team:… https://www.instagram.com/p/b1nkyjah9hx/?igshid=bnod2uztc1dm …"
2019-08-16,Joshua Beamish,0,"@airmiles employee told me she would call back to follow up. 3 weeks later, no response. going through the process w. them again. my customer loyalty to @bmo @airmiles @mastercard has been supremely misguided, as @airmiles does not value ethical accountability for  system errors"
2019-03-16,Eleanor Beaton,1,on this ep of #ffl @_jeneroux shares tips for executives and entrepreneurs who want to improve their storytelling skills. http://ow.ly/gsva30o3avt  - @bmo #leadership #storytelling #speaking #workplaceculture #learning #motivation
2019-03-16,Mr.Feeny,0,@bmo it's funny how it took you guys 5 days to notice a problem and then not tell me! but went ahead and froze all my money and won't release the money i worked for. your employees could also not give me a single straight answer and just gave me the run around. #awsomeservice
2019-03-16,Sim Perera,47,congratulations on another successful @bmo st.patricks day 5k run! thx to all our incredible volunteers - great job ⁦@bardiapourmalek⁩  & ⁦@tamrahcorben⁩. proud of ⁦@amberserraglio⁩ for facing her fears. . ⁦⁦@bmobonner⁩ ⁦pic.twitter.com/o8osov8m8n
2019-03-16,Options for Homes,2,"spotted at @bmo!

if you found the floorplan you desired, take the next step by getting pre-approved by one of our bank partners, @bmo or @meridiancu.

visit one of your local branches to find out more about the humber and our #downpayment loan. 

https://www.optionsforhomes.ca/the_humber/ pic.twitter.com/bheuf0uvau"
2019-03-16,Clavis Social,3,"saturday's are for small businesses! 

thank you andrew from @bmo for helping us set up for our relaunch (more to come soon...)

and thank you to our office dog frank for double checking all the paperwork. 

#smallbusiness #toronto #bmopic.twitter.com/kfjmiq6my1"
2019-03-16,Sonja Cori Missio,0,"frank makes our big decisions. 

he's happy with bmo! they give the best belly rubs."
2019-03-16,Sonja Cori Missio,6,"as we relaunch @clavissocial, we wanted to say thank you to andrew at @bmo for helping make our small business dreams a reality. 

here's office dog frank shaking on a good business deal. 

cc. @bmomediapic.twitter.com/eselidfjg9"
2019-03-16,St. Patrick's Day 5k,2,and the winner is - the @bmo bear! with lots of ac winners @elliejg @judythegrinder and darrell lahey #stpatricks5kpic.twitter.com/hddil0nxxj
2019-03-16,Lisa,0,@bmo having problems with email transfers again.  getting frustrating.  if your bmo app and online banking is down for maintenance - can you tell us?
2019-03-16,St. Patrick's Day 5k,2,who says #bears can't dance?? the @bmo bear's got some great moves! #stpatricks5k #bearswelcome pic.twitter.com/aou08k46vf
2019-03-16,Natasha.,0,"@bmo hey guys, i have a bank account i need to close because i've moved back to the uk and i don't want to get charged for the account if i'm not using it. how can i close it before the charges come into play?"
2019-03-16,BatteryDemander,10,"sensitivity: these 240kwh final mile rigs could demand 300,000 mt of #lce in 2025 with only 5% share of 30mm annual commercial vehicle sales. $alb $sqm $lac $tsla $amzn #ev $lthm @ubs @bmo #lithium @goldmansachs @morganstanley #batteryhttps://twitter.com/lithiumforum/status/1106907580356591616 …"
2019-03-16,Bardia Pourmalek,49,"thank you to all the volunteers who came out to help and cheer at the annual @bmo st.patricks day 5k run!  

it was a pleasure co-hosting alongside @tamrahcorben
#nsvdt #stpatricksdaypic.twitter.com/gseuazntdn – at stanley park pavillion"
2019-03-16,Lisa Guo,3,what does it take to reach a human these days on the phone to ask a question? @bmo hit me up with a survey up front? i haven't even been helped???? 
2019-03-16,Eleanor Beaton,0,on this ep of #ffl @bmo's @_jeneroux  shares insights on how she remains grounded as a leader within a large organization. tune in here:  http://ow.ly/g55c30o3avz  - #womeninbusiness #leadership
2019-03-16,Daniel Rose,0,@bmo  sucks poor service and they give you money on a promotion then sneak behind your back and steal it back from you and then give you nothing but excuses in the end .
2019-03-16,Patricia Alleyn,0,"it was a pleasure to attend this roundtable with my fellow ethics and compliance professional in montreal. thanks @bmo and ethisphere institute
hope we will have more occasions to share our respective best practices!!! https://lnkd.in/d3amuab "
2019-03-16,Vanessa Laroque,18,what a great time at the 13th frank flaman foundation gala! congrats to flaman on a 350 guest turnout all for charity! @bmo proud to be associated and sponsor an awesome event! @hussb1  @em_ily81 @danivyxupic.twitter.com/lmexx2gxrp
2019-03-16,Michael J,2,you can support @kidshelpphone by helping me reach my fundraising goal for the #walksokidscantalk presented by @bmo https://secure.e2rm.com/registrant/fundraisingpage.aspx?registrationid=4389138#.xixddupa3d0.twitter …
2019-03-16,Blair,0,"@bmo is it my internet that's making your website terrible and slow, or is it your website?"
2019-03-15,Harmony,1,"it’s the @bmo one currently - you think i’d catch on by now, but no. gets me every time."
2019-03-15,Kelly,0,please my twitter friends and family. help me help the http://kids.you  can support @kidshelpphone by helping me reach my fundraising goal for the #walksokidscantalk presented by @bmo https://secure.e2rm.com/registrant/teamfundraisingpage.aspx?teamid=848221&langpref=en-ca#.xiwxy0bz2le.twitter …
2019-03-15,Eleanor Beaton,0,3 steps to harness the power of  stories - tune in here: http://ow.ly/bfxf30o3avr  #wednesdaywisdom @bmo #womeninfinance #storytelling #workplaceculture #learning #womenleaders #innovation
2019-03-15,Jess,0,@bmo i’m not a bmo customer but i had a bunch of fraudulent transactions taken from my account with scotiabank from ids direct which was linked back to bmo calgary. my bank cant help me because i supposedly preauthorized ten $10 transactions to come out on the same day.
2019-03-15,Abbas Haider,0,"@bmo we opened 2 accounts with bmo in july 2018 with promo to receive some cash back, it has been over 6 months now and every time we hear just excuses - didn't expect such bad experience with old of oldest canadian bank - very frustrated, hope bmo improves and delivers"
2019-03-15,Paulpoco,0,@bmo what happened to moneylogic from bmo?
2019-03-15,Meghan  House,0,@bmo wow bmo you really know how to chose who you pick to help your customers. utterly disgusted in the service i revived today. rude & ignorance do not phase me. #helloscotiabank
2019-03-15,Rick Knowlan,0,"please, bmo. these were ""designed"" rather than ""engineered"". there's no engineering involved in either mutual funds or efts."
2019-03-15,Ride For Cancer,9,after just 3 weeks we are off to a record-breaking year! we are over 300 riders strong and have 50 teams signed up to stop cancer in its tracks! register by midnight to receive a face the fight long-sleeve! free reg. with code year5 courtesy of @bmo - http://bit.ly/2to4zyc pic.twitter.com/1wqlenifwt
2019-03-15,Craig Milroy,13,"#pitchatpalace #canada event from @rideauhallfdn is fast approaching. #ontario, this is your chance to pitch your ideas to international #business leaders! apply by april 1 at: http://buff.ly/2jekl69  #cdninnovation @pitchatpalace @thedukeofyork @bmo #startup #vc #ai #cloudpic.twitter.com/na7zbdebfy"
2019-03-15,Adrianne Dave Guilas,0,"notable defendants named in the suit:

- @bmo 
- @bofa_news
- @deutschebank 
- @scotiabank
- @cibc
- @hsbc
- @nationalbank 
- @rbc 
- @td_canada"
2019-03-15,DLT=GameChanger🇨🇦,0,when will canadian banks help costumers invest in digital assets?@rbc @cibc @atbfinancial @bmo @digitalassetbuy #xrpcommunity #ripple
2019-03-15,Advocis Banff school,0,"thank you @bmo for supporting the 65th advocis banff school, this august 18th to 22nd. support of organisations like bmo financial group help make the school accessible to the next generation of leaders in our industry.  http://www.banffschool.com/2019-sponsors "
2019-03-15,Maricruz Rodriguez,4,@h2o_4_all is hiring a student project engineer - @trimentoring 2019 summer internship sponsored by @bmo | deadline sunday march 24 | apply here http://bit.ly/h2ointern  #wearetmp #ryersonsapic.twitter.com/iajoztd8po
2019-03-15,Mental Health Foundation of Nova Scotia,12,gettin’ all tuned up for tonight’s @bmo a different stage of mind. doors open at 7pm. show at 8pm. don’t forget your cash for 50/50!!! #dsom2019 #mentalhealthnspic.twitter.com/znfxuqsj4p
2019-03-15,Lyeiisi Adams,0,@bmo i love how your company cannot send me a statement but you'll send me an overdue notice. #bmosucks
2019-03-15,Iryna McCorquodale,3,thank you @lintonmoriah for optimizing on our partnership to deliver an exceptional one bank customer experience. @bmo https://twitter.com/lintonmoriah/status/1103655273078484992 …
2019-03-15,Rodrigues,0,how does one get to sit in those big beautiful blue bmo field level seats for a game???
2019-03-15,Fondation Montfort,0,join @bmo on june 7 at the prestigious @greyhawkgolf for a day of fun and networking that supports patients and families @hopitalmontfort. an event not to be missed! https://buff.ly/2t2jigi pic.twitter.com/s6tqugbnab
2019-03-15,Citywire Selector,0,"green ambitions
@bmo bolsters responsible investment efforts with trio of new recruits coming on board. also, changes to wider advisory council have been made. more detail below.

http://bit.ly/2teejdr 
@chris_sloley"
2019-03-15,Marc-André Fongern,4,"audusd 
nzdusd 

...this speaks to a foreign exchange market that had built up reasonably large short positions in each currency but was forced to cover on the news of china’s tax reduction. cc. @bmo #fx #audusd #nzdusd #chinahttps://twitter.com/business/status/1106514882554486785 …"
2019-03-15,Auxilium,3,"#jacptradeshow thank you to everyone who supported us today, including @dsacanada @bmo @jacentralon ! we had alot of fun and learned so much!pic.twitter.com/olzrxn1mtx"
2019-03-15,Toronto NAIOP,5,"countdown to #tonaiop #rex2019: congratulations team @slateassetmgmt, @bmo, national bank of canada, @cbrecanada, @rbc, @mccarthy_ca, cominar reit, and @blakeslaw, finalists in the investment deal of the year category for cominar portfolio acquisition! #crepic.twitter.com/tpkfhaqtfr"
2019-03-15,WCM,0,"thrilled to have you on board with this initiative, @bmo!"
2019-03-15,daveaurkov,0,i’m beginning to think @scottbrison was a ringleader for corruption in the @liberal_party.  @bmo #tmx @snclavalin @irvingoil. his name comes up all the time.https://twitter.com/levinepmc/status/1106391018893565952 …
2019-03-15,Joe Mandese,0,".@cbsallaccess app downloads soar, ott remains dominated by big 4: @bmo http://bit.ly/2ucnwv3 "
2019-03-15,MediaPost,1,".@cbsallaccess app downloads soar, ott remains dominated by big 4: @bmo http://bit.ly/2ucnwv3  @mp_joemandesepic.twitter.com/wdelclpzv9"
2019-03-15,Naseer Malik,16,congrats to all the business winners at last nights brandon chamber of commerce gala. team @bmo had a great evening. thanks @bdnchamber for hosting another well done event. #bccgala2019 #bmo #proudtoworkatbmo #bdnmbpic.twitter.com/tk9crctxzg – at keystone centre
2019-03-15,Eleanor Beaton,1,"""as a leader, it’s really important to be authentic, and to be vulnerable, and to be human."" @_jeneroux on #ffl http://ow.ly/jbvu30o3avx  #wednesdaywisdom @bmo #quoteoftheday #authenticity #leadership"
2019-03-15,Naman Prabhakar,3,what's happening with 3month canadian dollar offered rate? tightened first by >20 bps then immediately reversed all of the move in the next 30 days. @cibc @bmo @scotiabank @rbc #cdnecon #bax #cdor
2019-03-15,daveaurkov,0,the @liberal_party infrastructure plan was to grease companies such as @snclavalin and @irvingoil and @bmo.  it was to make @justintrudeau @scottbrison and @bill_morneau friends happy.   nothing else.  in liberal eyes this plan was never meant to serve canadians
2019-03-15,ᴄᴀᴘᴛᴀɪɴ ʜᴇᴀᴅᴀss 🌞✨,0,@bmo @bmoharrisbank y’all are some stupid fucking whores and i’m tired as fuck having your atms lose my my fucking money
2019-03-15,Sarah-Louise Moran,0,"appalling customer service @bmo , very disappointed."
2019-03-15,KB From WPG,1,my rbc credit card continues to collect dust because they refuse to support google pay. i've been happily using my @bmo credit card amoung several others that do support google pay. i absolutely will not download rbc wallet. rbc is just being cheap. guess they hate #millenials
2019-03-15,shutupilovethis.com,0,what about flights booked via #bmorewards?? @bmo
2019-03-15,Rajini Nagendran,35,proud to be part of the @bmo team at the 2019 catalyst awards conference #inclusion #futureatwork #catalystawards2019 #proudtoworkatbmopic.twitter.com/ki1toffedm
2019-03-15,Ali Soheil,60,"this is why i ride! my baby sister lelia , she is 33 with a 3 year year old son and she is dealing with cancer! we can find the cure! join us! join the bmo team . i will train you personally. @bmo @theontarioridepic.twitter.com/z7tthzx9bc"
2019-03-14,Stephen Bradley,0,very annoying and sometimes a big hassle when it happens. change your card once a year just after christmas and/or twice a year for debit cards. glad bmo got it fixed and you should be okay with those air freshener's now. 
2019-03-14,Dulce Marafona,14,"celebrating the first anniversary of the fp-a program!!! 
#beingbmo #proudtoworkatbmo #fpassociate #team
@bmo @ashleycorreia9 @danielleyhall @susie4bmopic.twitter.com/72rpkyd3xe"
2019-03-14,KMHA,0,thank you @bmo for supporting kanata minor hockey! #community #kmha #minorhockeypic.twitter.com/1w7kexo2au
2019-03-14,Kyle Spooner,0,"@bmo hey guys, can't find anything elsewhere but just want to know if your having login issues...been unable to login with my mc #  all day
thank :)"
